Ano;Mes;data;Distrito;Concelho;Freguesia;Tipo de Serviço;Ordens Serviço Realizadas (#);CodDistritoConcelhoFreguesia
2024;1;2024-01;Braga;Braga;Sequeira;Servico Alteração Contractual;2;030354
2024;1;2024-01;Braga;Braga;Sobreposta;Servico Alteração Contractual;3;030355
2024;1;2024-01;Braga;Braga;Tebosa;Redução de Potência Contratada;1;030357
2024;1;2024-01;Braga;Braga;União das freguesias de Arentim e Cunha;Serviço de Corte e Re-Ligação;2;030363
2024;1;2024-01;Braga;Braga;União das freguesias de Arentim e Cunha;Redução de Potência Contratada;2;030363
2024;1;2024-01;Braga;Braga;União das freguesias de Braga (Maximinos, Sé e Cividade);Redução de Potência Contratada;87;030364
2024;1;2024-01;Braga;Braga;União das freguesias de Braga (Maximinos, Sé e Cividade);Serviço de Corte e Re-Ligação;15;030364
2024;1;2024-01;Braga;Braga;União das freguesias de Braga (São José de São Lázaro e São João do Souto);Serviço de Corte e Re-Ligação;30;030365
2024;1;2024-01;Braga;Braga;União das freguesias de Celeirós, Aveleda e Vimieiro;Configuração de EMI;1;030367
2024;1;2024-01;Braga;Braga;União das freguesias de Crespos e Pousada;Servico Alteração Contractual;3;030368
2024;1;2024-01;Braga;Braga;União das freguesias de Escudeiros e Penso (Santo Estêvão e São Vicente);Servico Alteração Contractual;2;030369
2024;1;2024-01;Braga;Braga;União das freguesias de Escudeiros e Penso (Santo Estêvão e São Vicente);Redução de Potência Contratada;6;030369
2024;1;2024-01;Braga;Braga;União das freguesias de Este (São Pedro e São Mamede);Servico Alteração Contractual;9;030370
2024;1;2024-01;Braga;Braga;União das freguesias de Ferreiros e Gondizalves;Reposição de Potência Contratada;24;030371
2024;1;2024-01;Braga;Braga;União das freguesias de Lomar e Arcos;Serviço de Corte e Re-Ligação;2;030373
2024;1;2024-01;Braga;Braga;União das freguesias de Merelim (São Paio), Panoias e Parada de Tibães;Serviço de Corte e Re-Ligação;2;030374
2024;1;2024-01;Braga;Braga;União das freguesias de Merelim (São Pedro) e Frossos;Redução de Potência Contratada;11;030375
2024;1;2024-01;Braga;Braga;União das freguesias de Merelim (São Pedro) e Frossos;Configuração de EMI;1;030375
2024;1;2024-01;Braga;Braga;União das freguesias de Nogueira, Fraião e Lamaçães;Redução de Potência Contratada;30;030377
2024;1;2024-01;Braga;Braga;União das freguesias de Nogueiró e Tenões;Reposição de Potência Contratada;5;030378
2024;1;2024-01;Braga;Braga;União das freguesias de Nogueiró e Tenões;Redução de Potência Contratada;10;030378
2024;1;2024-01;Braga;Braga;União das freguesias de Nogueiró e Tenões;Servico Alteração Contractual;7;030378
2024;1;2024-01;Braga;Braga;União das freguesias de Real, Dume e Semelhe;Reposição de Potência Contratada;43;030379
2024;1;2024-01;Braga;Braga;União das freguesias de Real, Dume e Semelhe;Configuração de EMI;2;030379
2024;1;2024-01;Braga;Braga;União das freguesias de Santa Lucrécia de Algeriz e Navarra;Servico Alteração Contractual;1;030380
2024;1;2024-01;Braga;Braga;União das freguesias de Santa Lucrécia de Algeriz e Navarra;Redução de Potência Contratada;2;030380
2024;1;2024-01;Braga;Braga;União das freguesias de Santa Lucrécia de Algeriz e Navarra;Serviço de Corte e Re-Ligação;1;030380
2024;1;2024-01;Braga;Cabeceiras de Basto;Bucos;Reposição de Potência Contratada;1;030405
2024;1;2024-01;Braga;Cabeceiras de Basto;Bucos;Redução de Potência Contratada;1;030405
2024;1;2024-01;Braga;Cabeceiras de Basto;Cabeceiras de Basto;Servico Alteração Contractual;2;030406
2024;1;2024-01;Braga;Cabeceiras de Basto;Cabeceiras de Basto;Reposição de Potência Contratada;1;030406
2024;1;2024-01;Braga;Cabeceiras de Basto;Faia;Reposição de Potência Contratada;4;030408
2024;1;2024-01;Braga;Cabeceiras de Basto;Faia;Redução de Potência Contratada;3;030408
2024;1;2024-01;Braga;Cabeceiras de Basto;União das freguesias de Alvite e Passos;Servico Alteração Contractual;1;030418
2024;1;2024-01;Braga;Cabeceiras de Basto;União das freguesias de Arco de Baúlhe e Vila Nune;Reposição de Potência Contratada;4;030419
2024;1;2024-01;Braga;Cabeceiras de Basto;União das freguesias de Refojos de Basto, Outeiro e Painzela;Servico Alteração Contractual;26;030421
2024;1;2024-01;Braga;Cabeceiras de Basto;União das freguesias de Refojos de Basto, Outeiro e Painzela;Serviço de Corte e Re-Ligação;9;030421
2024;1;2024-01;Braga;Cabeceiras de Basto;União das freguesias de Refojos de Basto, Outeiro e Painzela;Configuração de EMI;1;030421
2024;1;2024-01;Braga;Cabeceiras de Basto;União das freguesias de Refojos de Basto, Outeiro e Painzela;Redução de Potência Contratada;24;030421
2024;1;2024-01;Braga;Celorico de Basto;Arnóia;Reposição de Potência Contratada;5;030502
2024;1;2024-01;Braga;Celorico de Basto;Arnóia;Servico Alteração Contractual;2;030502
2024;1;2024-01;Braga;Celorico de Basto;Arnóia;Redução de Potência Contratada;4;030502
2024;1;2024-01;Braga;Celorico de Basto;Basto (São Clemente);Servico Alteração Contractual;6;030520
2024;1;2024-01;Braga;Celorico de Basto;Basto (São Clemente);Redução de Potência Contratada;5;030520
2024;1;2024-01;Braga;Celorico de Basto;Borba de Montanha;Redução de Potência Contratada;3;030503
2024;1;2024-01;Braga;Celorico de Basto;Fervença;Redução de Potência Contratada;7;030510
2024;1;2024-01;Braga;Celorico de Basto;Fervença;Reposição de Potência Contratada;5;030510
2024;1;2024-01;Braga;Celorico de Basto;Fervença;REMOTE_ICP_CONFIGURATION;1;030510
2024;1;2024-01;Braga;Celorico de Basto;Ribas;Redução de Potência Contratada;1;030518
2024;1;2024-01;Braga;Celorico de Basto;Ribas;Reposição de Potência Contratada;1;030518
2024;1;2024-01;Braga;Celorico de Basto;União das freguesias de Britelo, Gémeos e Ourilhe;Serviço de Corte e Re-Ligação;5;030523
2024;1;2024-01;Braga;Celorico de Basto;União das freguesias de Veade, Gagos e Molares;Servico Alteração Contractual;2;030527
2024;1;2024-01;Braga;Esposende;Antas;Serviço de Corte e Re-Ligação;3;030601
2024;1;2024-01;Braga;Esposende;União das freguesias de Belinho e Mar;Reposição de Potência Contratada;13;030617
2024;1;2024-01;Braga;Esposende;União das freguesias de Belinho e Mar;Redução de Potência Contratada;16;030617
2024;1;2024-01;Braga;Esposende;União das freguesias de Esposende, Marinhas e Gandra;Serviço de Corte e Re-Ligação;18;030618
2024;1;2024-01;Braga;Esposende;União das freguesias de Esposende, Marinhas e Gandra;Configuração de EMI;1;030618
2024;1;2024-01;Braga;Esposende;União das freguesias de Fonte Boa e Rio Tinto;Reposição de Potência Contratada;5;030619
2024;1;2024-01;Braga;Esposende;União das freguesias de Palmeira de Faro e Curvos;Reposição de Potência Contratada;13;030620
2024;1;2024-01;Braga;Esposende;Vila Chã;Reposição de Potência Contratada;3;030615
2024;1;2024-01;Braga;Fafe;Arões (Santa Cristina);Servico Alteração Contractual;2;030726
2024;1;2024-01;Braga;Fafe;Arões (São Romão);Configuração de EMI;1;030730
2024;1;2024-01;Braga;Fafe;Fafe;REMOTE_ICP_CONFIGURATION;2;030709
2024;1;2024-01;Braga;Fafe;Fafe;Serviço de Corte e Re-Ligação;14;030709
2024;1;2024-01;Braga;Fafe;Fafe;Reposição de Potência Contratada;50;030709
2024;1;2024-01;Braga;Fafe;Golães;Serviço de Corte e Re-Ligação;1;030714
2024;1;2024-01;Braga;Fafe;Medelo;Redução de Potência Contratada;3;030716
2024;1;2024-01;Braga;Fafe;Regadas;Redução de Potência Contratada;1;030723
2024;1;2024-01;Braga;Fafe;São Gens;Servico Alteração Contractual;1;030728
2024;1;2024-01;Braga;Fafe;São Gens;Redução de Potência Contratada;1;030728
2024;1;2024-01;Braga;Fafe;São Gens;Reposição de Potência Contratada;1;030728
2024;1;2024-01;Braga;Fafe;União de freguesias de Antime e Silvares (São Clemente);Redução de Potência Contratada;1;030739
2024;1;2024-01;Braga;Fafe;União de freguesias de Ardegão, Arnozela e Seidões;Servico Alteração Contractual;1;030740
2024;1;2024-01;Braga;Fafe;União de freguesias de Cepães e Fareja;Servico Alteração Contractual;1;030741
2024;1;2024-01;Braga;Fafe;União de freguesias de Moreira do Rei e Várzea Cova;Reposição de Potência Contratada;1;030744
2024;1;2024-01;Braga;Fafe;União de freguesias de Moreira do Rei e Várzea Cova;Redução de Potência Contratada;1;030744
2024;1;2024-01;Braga;Fafe;Vinhós;Servico Alteração Contractual;1;030736
2024;1;2024-01;Braga;Guimarães;Aldão;Servico Alteração Contractual;3;030801
2024;1;2024-01;Braga;Guimarães;Azurém;Serviço de Corte e Re-Ligação;6;030804
2024;1;2024-01;Braga;Guimarães;Azurém;Redução de Potência Contratada;56;030804
2024;1;2024-01;Braga;Guimarães;Barco;Redução de Potência Contratada;10;030806
2024;1;2024-01;Braga;Guimarães;Brito;Redução de Potência Contratada;16;030807
2024;1;2024-01;Braga;Guimarães;Caldelas;Configuração de EMI;3;030808
2024;1;2024-01;Braga;Guimarães;Candoso (São Martinho);Redução de Potência Contratada;1;030857
2024;1;2024-01;Braga;Guimarães;Costa;Redução de Potência Contratada;17;030812
2024;1;2024-01;Braga;Guimarães;Costa;Servico Alteração Contractual;19;030812
2024;1;2024-01;Braga;Guimarães;Creixomil;Reposição de Potência Contratada;30;030813
2024;1;2024-01;Braga;Guimarães;Fermentões;Servico Alteração Contractual;16;030815
2024;1;2024-01;Braga;Guimarães;Fermentões;Reposição de Potência Contratada;28;030815
2024;1;2024-01;Braga;Guimarães;Gondar;Reposição de Potência Contratada;6;030821
2024;1;2024-01;Braga;Guimarães;Gondar;Redução de Potência Contratada;8;030821
2024;1;2024-01;Braga;Guimarães;Gondar;Configuração de EMI;1;030821
2024;1;2024-01;Braga;Guimarães;Gondar;Serviço de Corte e Re-Ligação;2;030821
2024;1;2024-01;Braga;Guimarães;Gonça;Servico Alteração Contractual;1;030820
2024;1;2024-01;Braga;Guimarães;Gonça;Serviço de Corte e Re-Ligação;1;030820
2024;1;2024-01;Braga;Guimarães;Guardizela;Reposição de Potência Contratada;1;030823
2024;1;2024-01;Braga;Guimarães;Guardizela;Redução de Potência Contratada;2;030823
2024;1;2024-01;Braga;Guimarães;Infantas;Servico Alteração Contractual;2;030824
2024;1;2024-01;Braga;Guimarães;Lordelo;Servico Alteração Contractual;7;030828
2024;1;2024-01;Braga;Guimarães;Lordelo;Reposição de Potência Contratada;12;030828
2024;1;2024-01;Braga;Guimarães;Lordelo;Redução de Potência Contratada;18;030828
2024;1;2024-01;Braga;Guimarães;Mesão Frio;Servico Alteração Contractual;9;030830
2024;1;2024-01;Braga;Guimarães;Nespereira;Redução de Potência Contratada;8;030832
2024;1;2024-01;Braga;Guimarães;Pencelo;Reposição de Potência Contratada;3;030835
2024;1;2024-01;Braga;Guimarães;Polvoreira;Reposição de Potência Contratada;14;030837
2024;1;2024-01;Braga;Guimarães;Ponte;Redução de Potência Contratada;32;030838
2024;1;2024-01;Braga;Guimarães;Ponte;Reposição de Potência Contratada;18;030838
2024;1;2024-01;Braga;Guimarães;Prazins (Santa Eufémia);Servico Alteração Contractual;4;030842
2024;1;2024-01;Braga;Guimarães;Prazins (Santa Eufémia);Serviço de Corte e Re-Ligação;2;030842
2024;1;2024-01;Braga;Guimarães;Sande (São Martinho);Servico Alteração Contractual;3;030858
2024;1;2024-01;Braga;Guimarães;Sande (São Martinho);Serviço de Corte e Re-Ligação;1;030858
2024;1;2024-01;Braga;Guimarães;Sande (São Martinho);Configuração de EMI;1;030858
2024;1;2024-01;Braga;Guimarães;Sande (São Martinho);Redução de Potência Contratada;8;030858
2024;1;2024-01;Braga;Guimarães;Selho (São Cristóvão);Redução de Potência Contratada;9;030850
2024;1;2024-01;Braga;Guimarães;Selho (São Cristóvão);Servico Alteração Contractual;4;030850
2024;1;2024-01;Braga;Guimarães;Selho (São Jorge);Serviço de Corte e Re-Ligação;7;030854
2024;1;2024-01;Braga;Guimarães;Selho (São Jorge);Servico Alteração Contractual;11;030854
2024;1;2024-01;Braga;Guimarães;Selho (São Jorge);Reposição de Potência Contratada;17;030854
2024;1;2024-01;Braga;Guimarães;Selho (São Jorge);Redução de Potência Contratada;23;030854
2024;1;2024-01;Braga;Guimarães;Serzedelo;Reposição de Potência Contratada;9;030866
2024;1;2024-01;Braga;Guimarães;São Torcato;Servico Alteração Contractual;9;030865
2024;1;2024-01;Braga;Guimarães;São Torcato;Reposição de Potência Contratada;16;030865
2024;1;2024-01;Braga;Guimarães;São Torcato;Serviço de Corte e Re-Ligação;2;030865
2024;1;2024-01;Braga;Guimarães;União das freguesias de Abação e Gémeos;Redução de Potência Contratada;6;030875
2024;1;2024-01;Braga;Guimarães;União das freguesias de Abação e Gémeos;Configuração de EMI;2;030875
2024;1;2024-01;Braga;Guimarães;União das freguesias de Abação e Gémeos;Serviço de Corte e Re-Ligação;1;030875
2024;1;2024-01;Braga;Guimarães;União das freguesias de Atães e Rendufe;Reposição de Potência Contratada;2;030878
2024;1;2024-01;Braga;Guimarães;União das freguesias de Candoso São Tiago e Mascotelos;Configuração de EMI;3;030881
2024;1;2024-01;Braga;Guimarães;União das freguesias de Candoso São Tiago e Mascotelos;Reposição de Potência Contratada;7;030881
2024;1;2024-01;Braga;Guimarães;União das freguesias de Conde e Gandarela;Redução de Potência Contratada;3;030882
2024;1;2024-01;Braga;Guimarães;União das freguesias de Oliveira, São Paio e São Sebastião;Reposição de Potência Contratada;30;030884
2024;1;2024-01;Braga;Guimarães;União das freguesias de Prazins Santo Tirso e Corvite;Servico Alteração Contractual;4;030885
2024;1;2024-01;Braga;Guimarães;União das freguesias de Sande São Lourenço e Balazar;Redução de Potência Contratada;1;030886
2024;1;2024-01;Braga;Guimarães;União das freguesias de Sande Vila Nova e Sande São Clemente;Redução de Potência Contratada;10;030887
2024;1;2024-01;Braga;Guimarães;União das freguesias de Sande Vila Nova e Sande São Clemente;REMOTE_ICP_CONFIGURATION;3;030887
2024;1;2024-01;Braga;Guimarães;União das freguesias de Sande Vila Nova e Sande São Clemente;Reposição de Potência Contratada;9;030887
2024;1;2024-01;Braga;Guimarães;União das freguesias de Sande Vila Nova e Sande São Clemente;Configuração de EMI;2;030887
2024;1;2024-01;Braga;Guimarães;União das freguesias de Selho São Lourenço e Gominhães;Serviço de Corte e Re-Ligação;1;030888
2024;1;2024-01;Braga;Guimarães;União das freguesias de Serzedo e Calvos;Reposição de Potência Contratada;5;030889
2024;1;2024-01;Braga;Guimarães;União das freguesias de Serzedo e Calvos;Redução de Potência Contratada;5;030889
2024;1;2024-01;Braga;Guimarães;União das freguesias de Serzedo e Calvos;Servico Alteração Contractual;4;030889
2024;1;2024-01;Braga;Guimarães;União das freguesias de Serzedo e Calvos;Serviço de Corte e Re-Ligação;2;030889
2024;1;2024-01;Braga;Guimarães;União das freguesias de Souto Santa Maria, Souto São Salvador e Gondomar;Servico Alteração Contractual;2;030890
2024;1;2024-01;Braga;Guimarães;União das freguesias de Tabuadelo e São Faustino;REMOTE_ICP_CONFIGURATION;1;030891
2024;1;2024-01;Braga;Guimarães;União das freguesias de Tabuadelo e São Faustino;Reposição de Potência Contratada;6;030891
2024;1;2024-01;Braga;Guimarães;União das freguesias de Tabuadelo e São Faustino;Serviço de Corte e Re-Ligação;3;030891
2024;1;2024-01;Braga;Guimarães;Urgezes;Redução de Potência Contratada;34;030871
2024;1;2024-01;Braga;Guimarães;Urgezes;Reposição de Potência Contratada;21;030871
2024;1;2024-01;Braga;Póvoa de Lanhoso;Covelas;Redução de Potência Contratada;1;030906
2024;1;2024-01;Braga;Póvoa de Lanhoso;Ferreiros;Servico Alteração Contractual;1;030908
2024;1;2024-01;Braga;Póvoa de Lanhoso;Ferreiros;Redução de Potência Contratada;3;030908
2024;1;2024-01;Braga;Póvoa de Lanhoso;Galegos;Reposição de Potência Contratada;3;030912
2024;1;2024-01;Braga;Póvoa de Lanhoso;Garfe;Redução de Potência Contratada;2;030913
2024;1;2024-01;Braga;Póvoa de Lanhoso;Geraz do Minho;Configuração de EMI;1;030914
2024;1;2024-01;Braga;Póvoa de Lanhoso;Geraz do Minho;Redução de Potência Contratada;2;030914
2024;1;2024-01;Braga;Póvoa de Lanhoso;Geraz do Minho;Reposição de Potência Contratada;1;030914
2024;1;2024-01;Braga;Póvoa de Lanhoso;Lanhoso;Reposição de Potência Contratada;1;030915
2024;1;2024-01;Braga;Póvoa de Lanhoso;Lanhoso;Redução de Potência Contratada;1;030915
2024;1;2024-01;Braga;Póvoa de Lanhoso;Monsul;Serviço de Corte e Re-Ligação;1;030917
2024;1;2024-01;Braga;Póvoa de Lanhoso;Monsul;Reposição de Potência Contratada;1;030917
2024;1;2024-01;Braga;Póvoa de Lanhoso;Póvoa de Lanhoso (Nossa Senhora do Amparo);Redução de Potência Contratada;27;030919
2024;1;2024-01;Braga;Póvoa de Lanhoso;Rendufinho;Redução de Potência Contratada;1;030921
2024;1;2024-01;Braga;Póvoa de Lanhoso;Rendufinho;Servico Alteração Contractual;2;030921
2024;1;2024-01;Braga;Póvoa de Lanhoso;Santo Emilião;Redução de Potência Contratada;5;030922
2024;1;2024-01;Braga;Póvoa de Lanhoso;Serzedelo;Servico Alteração Contractual;2;030924
2024;1;2024-01;Braga;Póvoa de Lanhoso;São João de Rei;Servico Alteração Contractual;3;030923
2024;1;2024-01;Braga;Póvoa de Lanhoso;Taíde;Redução de Potência Contratada;10;030926
2024;1;2024-01;Braga;Póvoa de Lanhoso;Taíde;Reposição de Potência Contratada;5;030926
2024;1;2024-01;Braga;Póvoa de Lanhoso;Travassos;Redução de Potência Contratada;6;030927
2024;1;2024-01;Braga;Póvoa de Lanhoso;União das freguesias de Calvos e Frades;Reposição de Potência Contratada;2;030931
2024;1;2024-01;Braga;Póvoa de Lanhoso;União das freguesias de Calvos e Frades;Redução de Potência Contratada;4;030931
2024;1;2024-01;Braga;Póvoa de Lanhoso;União das freguesias de Calvos e Frades;Servico Alteração Contractual;1;030931
2024;1;2024-01;Braga;Póvoa de Lanhoso;União das freguesias de Fonte Arcada e Oliveira;Redução de Potência Contratada;5;030934
2024;1;2024-01;Braga;Póvoa de Lanhoso;União das freguesias de Águas Santas e Moure;Reposição de Potência Contratada;4;030930
2024;1;2024-01;Braga;Póvoa de Lanhoso;Vilela;REMOTE_ICP_CONFIGURATION;1;030929
2024;1;2024-01;Braga;Terras de Bouro;Campo do Gerês;Redução de Potência Contratada;4;031003
2024;1;2024-01;Braga;Terras de Bouro;Campo do Gerês;Reposição de Potência Contratada;1;031003
2024;1;2024-01;Braga;Terras de Bouro;Carvalheira;Servico Alteração Contractual;2;031004
2024;1;2024-01;Braga;Terras de Bouro;Gondoriz;Serviço de Corte e Re-Ligação;2;031009
2024;1;2024-01;Braga;Terras de Bouro;Ribeira;Reposição de Potência Contratada;2;031012
2024;1;2024-01;Braga;Terras de Bouro;Souto;Redução de Potência Contratada;3;031014
2024;1;2024-01;Braga;Terras de Bouro;União das freguesias de Chorense e Monte;Servico Alteração Contractual;1;031019
2024;1;2024-01;Braga;Terras de Bouro;União das freguesias de Cibões e Brufe;Redução de Potência Contratada;1;031020
2024;1;2024-01;Braga;Terras de Bouro;Valdosende;Reposição de Potência Contratada;3;031015
2024;1;2024-01;Braga;Terras de Bouro;Vilar da Veiga;Redução de Potência Contratada;7;031017
2024;1;2024-01;Braga;Terras de Bouro;Vilar da Veiga;Servico Alteração Contractual;3;031017
2024;1;2024-01;Braga;Vieira do Minho;Cantelães;Serviço de Corte e Re-Ligação;2;031105
2024;1;2024-01;Braga;Vieira do Minho;Eira Vedra;Serviço de Corte e Re-Ligação;2;031107
2024;1;2024-01;Braga;Vieira do Minho;Eira Vedra;Reposição de Potência Contratada;1;031107
2024;1;2024-01;Braga;Vieira do Minho;Guilhofrei;Serviço de Corte e Re-Ligação;1;031108
2024;1;2024-01;Braga;Vieira do Minho;Louredo;Redução de Potência Contratada;1;031109
2024;1;2024-01;Braga;Vieira do Minho;Louredo;Reposição de Potência Contratada;1;031109
2024;1;2024-01;Braga;Vieira do Minho;Louredo;Servico Alteração Contractual;2;031109
2024;1;2024-01;Braga;Vieira do Minho;Louredo;Serviço de Corte e Re-Ligação;1;031109
2024;1;2024-01;Braga;Vieira do Minho;Mosteiro;Servico Alteração Contractual;1;031110
2024;1;2024-01;Braga;Vieira do Minho;Mosteiro;Serviço de Corte e Re-Ligação;3;031110
2024;1;2024-01;Braga;Vieira do Minho;Rossas;Servico Alteração Contractual;2;031113
2024;1;2024-01;Braga;Vieira do Minho;Rossas;Redução de Potência Contratada;3;031113
2024;1;2024-01;Braga;Vieira do Minho;Salamonde;Reposição de Potência Contratada;2;031115
2024;1;2024-01;Braga;Vieira do Minho;Tabuaças;Servico Alteração Contractual;1;031118
2024;1;2024-01;Braga;Vieira do Minho;Tabuaças;Redução de Potência Contratada;5;031118
2024;1;2024-01;Braga;Vieira do Minho;União das freguesias de Anjos e Vilar do Chão;Redução de Potência Contratada;3;031123
2024;1;2024-01;Braga;Vieira do Minho;União das freguesias de Ventosa e Cova;Serviço de Corte e Re-Ligação;1;031126
2024;1;2024-01;Braga;Vieira do Minho;Vieira do Minho;Servico Alteração Contractual;12;031120
2024;1;2024-01;Braga;Vieira do Minho;Vieira do Minho;Redução de Potência Contratada;19;031120
2024;1;2024-01;Braga;Vila Nova de Famalicão;Bairro;Servico Alteração Contractual;10;031204
2024;1;2024-01;Braga;Vila Nova de Famalicão;Bairro;Redução de Potência Contratada;7;031204
2024;1;2024-01;Braga;Vila Nova de Famalicão;Brufe;Servico Alteração Contractual;3;031206
2024;1;2024-01;Braga;Vila Nova de Famalicão;Brufe;Reposição de Potência Contratada;7;031206
2024;1;2024-01;Braga;Vila Nova de Famalicão;Brufe;Serviço de Corte e Re-Ligação;2;031206
2024;1;2024-01;Braga;Vila Nova de Famalicão;Castelões;Servico Alteração Contractual;3;031210
2024;1;2024-01;Braga;Vila Nova de Famalicão;Castelões;Redução de Potência Contratada;7;031210
2024;1;2024-01;Braga;Vila Nova de Famalicão;Cruz;Servico Alteração Contractual;5;031212
2024;1;2024-01;Braga;Vila Nova de Famalicão;Delães;Reposição de Potência Contratada;16;031213
2024;1;2024-01;Braga;Vila Nova de Famalicão;Fradelos;Redução de Potência Contratada;12;031215
2024;1;2024-01;Braga;Vila Nova de Famalicão;Gavião;Servico Alteração Contractual;9;031216
2024;1;2024-01;Braga;Vila Nova de Famalicão;Joane;Redução de Potência Contratada;25;031219
2024;1;2024-01;Braga;Vila Nova de Famalicão;Joane;Configuração de EMI;2;031219
2024;1;2024-01;Braga;Vila Nova de Famalicão;Landim;Reposição de Potência Contratada;6;031221
2024;1;2024-01;Braga;Vila Nova de Famalicão;Landim;Redução de Potência Contratada;6;031221
2024;1;2024-01;Braga;Vila Nova de Famalicão;Lousado;Redução de Potência Contratada;10;031224
2024;1;2024-01;Braga;Vila Nova de Famalicão;Mogege;Serviço de Corte e Re-Ligação;2;031225
2024;1;2024-01;Braga;Vila Nova de Famalicão;Oliveira (Santa Maria);Redução de Potência Contratada;9;031239
2024;1;2024-01;Braga;Vila Nova de Famalicão;Pedome;Servico Alteração Contractual;4;031230
2024;1;2024-01;Braga;Vila Nova de Famalicão;Pedome;Redução de Potência Contratada;4;031230
2024;1;2024-01;Braga;Vila Nova de Famalicão;Pousada de Saramagos;Servico Alteração Contractual;2;031232
2024;1;2024-01;Braga;Vila Nova de Famalicão;Pousada de Saramagos;Serviço de Corte e Re-Ligação;1;031232
2024;1;2024-01;Braga;Vila Nova de Famalicão;Requião;Servico Alteração Contractual;8;031233
2024;1;2024-01;Braga;Vila Nova de Famalicão;Riba de Ave;Configuração de EMI;1;031234
2024;1;2024-01;Braga;Vila Nova de Famalicão;Riba de Ave;Serviço de Corte e Re-Ligação;6;031234
2024;1;2024-01;Braga;Vila Nova de Famalicão;Riba de Ave;Redução de Potência Contratada;20;031234
2024;1;2024-01;Braga;Vila Nova de Famalicão;Ribeirão;Reposição de Potência Contratada;32;031235
2024;1;2024-01;Braga;Vila Nova de Famalicão;Ribeirão;Configuração de EMI;5;031235
2024;1;2024-01;Braga;Vila Nova de Famalicão;Ribeirão;Serviço de Corte e Re-Ligação;7;031235
2024;1;2024-01;Braga;Vila Nova de Famalicão;União das freguesias de Arnoso (Santa Maria e Santa Eulália) e Sezures;Servico Alteração Contractual;2;031251
2024;1;2024-01;Braga;Vila Nova de Famalicão;União das freguesias de Arnoso (Santa Maria e Santa Eulália) e Sezures;Serviço de Corte e Re-Ligação;1;031251
2024;1;2024-01;Braga;Vila Nova de Famalicão;União das freguesias de Avidos e Lagoa;Reposição de Potência Contratada;3;031252
2024;1;2024-01;Braga;Vila Nova de Famalicão;União das freguesias de Avidos e Lagoa;Redução de Potência Contratada;7;031252
2024;1;2024-01;Braga;Vila Nova de Famalicão;União das freguesias de Carreira e Bente;Reposição de Potência Contratada;1;031253
2024;1;2024-01;Braga;Vila Nova de Famalicão;União das freguesias de Esmeriz e Cabeçudos;Servico Alteração Contractual;9;031254
2024;1;2024-01;Braga;Vila Nova de Famalicão;União das freguesias de Esmeriz e Cabeçudos;Serviço de Corte e Re-Ligação;1;031254
2024;1;2024-01;Braga;Vila Nova de Famalicão;União das freguesias de Esmeriz e Cabeçudos;Configuração de EMI;1;031254
2024;1;2024-01;Braga;Vila Nova de Famalicão;União das freguesias de Vale (São Cosme), Telhado e Portela;Reposição de Potência Contratada;18;031259
2024;1;2024-01;Braga;Vila Nova de Famalicão;União das freguesias de Vale (São Cosme), Telhado e Portela;Configuração de EMI;2;031259
2024;1;2024-01;Braga;Vila Nova de Famalicão;União das freguesias de Vila Nova de Famalicão e Calendário;Serviço de Corte e Re-Ligação;25;031260
2024;1;2024-01;Braga;Vila Nova de Famalicão;Vale (São Martinho);Redução de Potência Contratada;7;031241
2024;1;2024-01;Braga;Vila Nova de Famalicão;Vale (São Martinho);Reposição de Potência Contratada;5;031241
2024;1;2024-01;Braga;Vila Nova de Famalicão;Vermoim;REMOTE_ICP_CONFIGURATION;1;031247
2024;1;2024-01;Braga;Vila Nova de Famalicão;Vermoim;Serviço de Corte e Re-Ligação;5;031247
2024;1;2024-01;Braga;Vila Nova de Famalicão;Vermoim;Redução de Potência Contratada;13;031247
2024;1;2024-01;Braga;Vila Nova de Famalicão;Vilarinho das Cambas;Serviço de Corte e Re-Ligação;1;031249
2024;1;2024-01;Braga;Vila Verde;Atiães;Servico Alteração Contractual;1;031304
2024;1;2024-01;Braga;Vila Verde;Atiães;Redução de Potência Contratada;1;031304
2024;1;2024-01;Braga;Vila Verde;Atiães;Serviço de Corte e Re-Ligação;3;031304
2024;1;2024-01;Braga;Vila Verde;Cabanelas;Reposição de Potência Contratada;3;031308
2024;1;2024-01;Braga;Vila Verde;Cabanelas;Serviço de Corte e Re-Ligação;1;031308
2024;1;2024-01;Braga;Vila Verde;Cervães;Reposição de Potência Contratada;2;031309
2024;1;2024-01;Braga;Vila Verde;Dossãos;Reposição de Potência Contratada;1;031313
2024;1;2024-01;Braga;Vila Verde;Gême;Redução de Potência Contratada;3;031317
2024;1;2024-01;Braga;Vila Verde;Lage;Reposição de Potência Contratada;6;031323
2024;1;2024-01;Braga;Vila Verde;Lage;Serviço de Corte e Re-Ligação;6;031323
2024;1;2024-01;Braga;Vila Verde;Loureira;Redução de Potência Contratada;3;031325
2024;1;2024-01;Braga;Vila Verde;Moure;Servico Alteração Contractual;1;031328
2024;1;2024-01;Braga;Vila Verde;Moure;Reposição de Potência Contratada;7;031328
2024;1;2024-01;Braga;Vila Verde;Moure;Serviço de Corte e Re-Ligação;2;031328
2024;1;2024-01;Braga;Vila Verde;Oleiros;Configuração de EMI;1;031330
2024;1;2024-01;Braga;Vila Verde;Oleiros;Serviço de Corte e Re-Ligação;2;031330
